collection;deck;question;correct_answer;wrong_answer_1;wrong_answer_2;wrong_answer_3;hint;explanation;level;difficulty;tags;source;cloze_text;accepted_answers;cloze_answers;cloze_word_bank
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle exception existe pour les logiciels créés par un employé dans ses fonctions ?;Une présomption de cession des droits patrimoniaux à l'employeur;Une absence totale de protection;Une titularité automatique du client;Une obligation de dépôt notarié;Revois qui crée, qui détient et dans quel cadre.;Pour les logiciels créés par un employé dans l'exercice de ses fonctions, la loi présume une cession des droits patrimoniaux à l'employeur. L'employé reste l'auteur humain.;2;moyen;employe|employeur|cession;2.2 - Droit d'auteur - Titularité;Pour le salarié, il existe {{une présomption de cession des droits patrimoniaux à l'employeur}}.;présomption de cession à l'employeur|cession à l'employeur;une présomption de cession des droits patrimoniaux à l'employeur;une présomption de cession des droits patrimoniaux à l'employeur|Une absence totale de protection|Une titularité automatique du client|Une obligation de dépôt notarié
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple de Sophie freelance, qui reste titulaire sans clause de transfert ?;Sophie;La PME cliente;L'Etat belge;L'hébergeur du logiciel;-;Le document explique que la développeuse freelance reste titulaire si aucun contrat ne prévoit le transfert des droits. La commande du logiciel ne suffit pas à transférer les droits.;1;facile;freelance|cession;2.2 - Droit d'auteur - Titularité;Sans clause de transfert, {{Sophie}} reste titulaire du droit d'auteur.;Sophie|la développeuse freelance;Sophie;Sophie|La PME cliente|L'Etat belge|L'hébergeur du logiciel
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que se passe-t-il si Sophie est salariée et que le logiciel entre dans ses fonctions normales ?;Les droits patrimoniaux reviennent automatiquement à l'employeur;Sophie conserve toujours tous les droits patrimoniaux;La PME cliente devient auteur;Le logiciel tombe dans le domaine public;Revois qui crée, qui détient et dans quel cadre.;Dans le cas salarié, les droits patrimoniaux sont présumés cédés à l'employeur lorsque le logiciel est créé dans les fonctions normales. Cela ne retire pas la qualité d'auteur humain à la salariée.;2;moyen;salarie|droits-patrimoniaux;2.2 - Droit d'auteur - Titularité;Dans ce cas, les droits patrimoniaux {{reviennent automatiquement à l'employeur}}.;reviennent automatiquement à l'employeur|sont transférés à l'employeur;reviennent automatiquement à l'employeur;reviennent automatiquement à l'employeur|Sophie conserve toujours tous les droits patrimoniaux|La PME cliente devient auteur|Le logiciel tombe dans le domaine public
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);La présomption de cession s'applique-t-elle au gérant statutaire non salarié ?;Non, car il n'est pas lié par un contrat de travail;Oui, toujours;Oui, si la société finance le logiciel;Oui, si le logiciel est utile à la société;Revois qui crée, qui détient et dans quel cadre.;Le document précise que le gérant statutaire n'est pas salarié. La présomption de cession propre au contrat de travail ne s'applique donc pas.;2;moyen;gerant|mandataire;2.2 - Droit d'auteur - Titularité;La présomption ne s'applique pas au gérant car il est {{mandataire statutaire et non salarié}}.;mandataire statutaire|non salarié|pas salarié;mandataire statutaire et non salarié;mandataire statutaire et non salarié|Oui, toujours|Oui, si la société finance le logiciel|Oui, si le logiciel est utile à la société
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple de Marc gérant-développeur, qui conserve la titularité du droit d'auteur ?;Marc;La startup automatiquement;Les investisseurs;Le premier client;-;Marc a développé lui-même l'application en tant que gérant statutaire non salarié. Il conserve donc la titularité du droit d'auteur, même si la société a un intérêt économique dans le logiciel.;1;facile;gerant|startup;2.2 - Droit d'auteur - Titularité;Dans l'exemple, {{Marc}} conserve la titularité du droit d'auteur.;Marc|le gérant;Marc;Marc|La startup automatiquement|Les investisseurs|Le premier client
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que doit faire la société pour exploiter ou transférer un logiciel développé par son gérant non salarié ?;Signer un contrat de cession avec lui;Attendre 20 ans;Déposer le logiciel à l'OEB;Revendre une licence hors UE;Revois qui crée, qui détient et dans quel cadre.;Comme la société ne bénéficie pas de la présomption de cession, elle doit obtenir une cession signée. Sans contrat, elle ne peut pas exploiter ou transférer librement le logiciel.;2;moyen;gerant|cession;2.2 - Droit d'auteur - Titularité;La société doit obtenir {{un contrat de cession signé}} avec le gérant.;contrat de cession signé|cession signée;un contrat de cession signé;un contrat de cession signé|Attendre 20 ans|Déposer le logiciel à l'OEB|Revendre une licence hors UE
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle différence existe entre auteur et titulaire des droits patrimoniaux ?;L'auteur est le créateur humain, les droits patrimoniaux peuvent être cédés;L'auteur est toujours la société;Les deux notions sont identiques;Le titulaire est seulement l'utilisateur final;Revois qui crée, qui détient et dans quel cadre.;Être auteur ne signifie pas forcément détenir les droits patrimoniaux. L'auteur est la personne physique créatrice, tandis que les droits d'exploitation peuvent être transférés.;2;moyen;auteur|titulaire|distinction;2.2 - Droit d'auteur - Titularité;L'auteur est {{le créateur humain}}, tandis que les droits patrimoniaux peuvent être cédés.;créateur humain|personne physique;le créateur humain;le créateur humain|L'auteur est toujours la société|Les deux notions sont identiques|Le titulaire est seulement l'utilisateur final
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple de Claire salariée, qui peut agir en contrefaçon et licencier le logiciel ?;La société titulaire des droits patrimoniaux;Claire uniquement;Le client final;Aucun acteur;Revois qui crée, qui détient et dans quel cadre.;Claire reste l'auteure, mais les droits patrimoniaux sont automatiquement transférés à l'employeur. C'est donc la société qui peut exploiter le logiciel, le vendre, le licencier ou agir en contrefaçon.;2;moyen;salarie|contrefacon;2.2 - Droit d'auteur - Titularité;Dans l'exemple de Claire, c'est {{la société titulaire des droits patrimoniaux}} qui agit en contrefaçon.;la société|l'employeur|société titulaire;la société titulaire des droits patrimoniaux;la société titulaire des droits patrimoniaux|Claire uniquement|Le client final|Aucun acteur
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Un logiciel développé sur commande par un freelance transfère-t-il automatiquement les droits au client ?;Non, il faut une cession expressément prévue au contrat;Oui, toujours;Oui, dès paiement du prix;Oui, si le client est une société;Revois qui crée, qui détient et dans quel cadre.;Le document insiste sur l'absence de transfert automatique dans les relations avec un freelance ou prestataire externe. Le client devient titulaire seulement si une cession est prévue au contrat.;2;moyen;commande|freelance;2.2 - Droit d'auteur - Titularité;Un logiciel sur commande ne transfère les droits que si {{une cession est expressément prévue au contrat}}.;cession expresse|clause de cession;une cession est expressément prévue au contrat;une cession est expressément prévue au contrat|Oui, toujours|Oui, dès paiement du prix|Oui, si le client est une société
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Dans l'exemple d'Alex indépendant, que ne peut pas faire la société Z sans clause de cession ?;Revendre ou modifier l'application sans autorisation;Utiliser le logiciel conformément au contrat;Payer la prestation convenue;Demander une facture;Revois qui crée, qui détient et dans quel cadre.;Sans clause de cession, Alex reste titulaire des droits d'auteur. La société Z ne peut donc pas revendre ou modifier l'application sans son autorisation.;2;moyen;freelance|autorisation;2.2 - Droit d'auteur - Titularité;Sans clause, la société Z ne peut pas {{revendre ou modifier l'application sans autorisation}}.;revendre sans autorisation|modifier sans autorisation;revendre ou modifier l'application sans autorisation;revendre ou modifier l'application sans autorisation|Utiliser le logiciel conformément au contrat|Payer la prestation convenue|Demander une facture
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Quelle question clé se pose quand plusieurs développeurs codent ensemble ?;Les contributions de chacun sont-elles identifiables ?;Qui a l'ordinateur le plus puissant ?;La vente a-t-elle eu lieu hors UE ?;Le logiciel est-il écrit en Python ?;Revois qui crée, qui détient et dans quel cadre.;"Le document explique que la répartition des droits dépend de l'identifiabilité des contributions. Si elles sont identifiables, chacun garde ses droits propres ; sinon, une cotitularité peut exister.";2;moyen;collaboration|contributions;2.2 - Droit d'auteur - Titularité;La question clé est : {{les contributions de chacun sont-elles identifiables ?}};contributions identifiables|identifiabilité;les contributions de chacun sont-elles identifiables ?;les contributions de chacun sont-elles identifiables ?|Qui a l'ordinateur le plus puissant ?|La vente a-t-elle eu lieu hors UE ?|Le logiciel est-il écrit en Python ?
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que se passe-t-il si les contributions des développeurs sont identifiables ?;Chacun est titulaire de ses propres droits;Tous les droits appartiennent au client;Le logiciel n'est pas protégé;Le premier développeur prend tout;Revois qui crée, qui détient et dans quel cadre.;Lorsque les contributions sont identifiables, chaque développeur conserve les droits sur sa propre contribution. Il n'y a pas forcément une cotitularité indifférenciée.;2;moyen;contributions|droits;2.2 - Droit d'auteur - Titularité;Si les contributions sont identifiables, {{chacun est titulaire de ses propres droits}}.;chacun est titulaire de ses droits|droits propres;chacun est titulaire de ses propres droits;chacun est titulaire de ses propres droits|Tous les droits appartiennent au client|Le logiciel n'est pas protégé|Le premier développeur prend tout
Droit des contrats informatiques;Chapitre 2 - La protection du logiciel (IP);Que se passe-t-il si les contributions ne sont pas identifiables ?;On parle d'oeuvre de collaboration avec cotitularité des droits;Le logiciel tombe dans le domaine public;Le client devient auteur;Le premier développeur prend tous les droits;Revois qui crée, qui détient et dans quel cadre.;Si les contributions ne peuvent pas être identifiées séparément, le document parle d'oeuvre de collaboration. Les droits sont alors cotitulaires.;2;moyen;oeuvre-collaboration|cotitularite;2.2 - Droit d'auteur - Titularité;Si les contributions ne sont pas identifiables, il y a {{oeuvre de collaboration avec cotitularité}}.;oeuvre de collaboration|cotitularité;oeuvre de collaboration avec cotitularité;oeuvre de collaboration avec cotitularité|Le logiciel tombe dans le domaine public|Le client devient auteur|Le premier développeur prend tous les droits
